,class,mfcc,image
36,bird,"[-5.4279333e+02 -4.2093113e+01 -5.9803585e+01 -2.4738539e+01
 -2.7579626e+01 -1.3745191e+01 -5.9800420e+00  3.0034564e+00
 -1.2565353e+01  4.3297381e+00  6.5560794e+00  5.2627215e+00
  1.6943042e+00  1.1168770e+01  1.2374810e+00  5.2610488e+00
  9.0102333e-01  2.8884249e+00  9.0507203e-01  6.7650027e+00
 -5.1222410e+00 -1.0005498e+00 -1.3646625e+00  5.8850422e+00
 -1.7042533e+00  5.1153536e+00 -1.6541778e+00  3.0339110e+00
  1.3440574e+00  4.9132400e+00 -2.3844411e+00  2.0720675e+00
 -1.2722632e+00  6.2932110e-01 -2.8665311e+00  9.3511987e-01
 -3.0934744e+00  5.6413805e-01 -3.3868895e+00 -5.0849497e-01]",0268.jpg
37,car,"[-1.7756366e+02  1.4113640e+02 -1.3215485e+01  4.5377798e+00
  3.4973381e+00  9.8673820e+00  1.4747415e+00  1.3052218e+01
 -3.8004720e+00  1.5329909e+00 -2.2758849e+00  1.0135822e+00
 -8.2186642e+00 -3.9208537e-01  3.4215887e+00  8.8518229e+00
  4.1126390e+00  6.5355682e+00 -3.1073148e+00  1.5028816e+00
 -3.6087420e+00  6.7579784e+00  2.6842611e+00  7.0242329e+00
 -6.1351824e-01  3.4625986e+00 -2.2288160e+00  2.1569276e-01
 -2.2982416e+00  6.2566905e+00  1.4750573e-01  5.8592939e+00
 -2.2062597e+00  2.1868408e+00 -2.0861056e+00  3.1588056e+00
 -1.5182706e+00  6.0281892e+00  6.9452983e-01  3.5956702e+00]",train_00969.jpg
38,bird,"[-6.8630890e+02 -1.0297314e+02 -7.5743568e+01  3.2178886e+01
  6.6517529e+00  9.5116148e+00 -1.9532295e+00  8.6925955e+00
 -3.0715370e+00  1.0136051e+01 -5.1828737e+00  2.3403168e+00
  9.8254526e-01  1.0380489e+01 -2.3418844e+00  4.3474908e+00
 -1.2274024e-01  4.3587527e+00 -3.5925112e+00  5.3771620e+00
  2.9940766e-01  2.0925722e+00 -8.4762359e-03  4.1762810e+00
 -4.7712245e+00  3.5881233e+00 -3.4812472e+00  3.4739456e+00
 -5.0541174e-01  3.8709817e+00 -4.8715934e-01  9.5513415e-01
 -5.8866048e+00  1.8666310e+00 -8.4014261e-01 -1.7341832e+00
 -3.4765105e+00  2.7662263e+00 -5.6766911e+00  2.1947732e+00]",0812.jpg
39,bird,"[-4.6276495e+02  3.2466881e+01 -1.8094887e+01  5.7536037e+01
 -3.5975269e+01  8.4049120e+00  4.5650398e+01  1.8000275e+00
  9.4426000e-01  2.1996363e+01  7.3977036e+00  9.1664801e+00
  1.4739089e+01  1.2688604e+01  7.1134281e+00  8.1730251e+00
  4.6845202e+00  8.7429285e+00  2.3989274e-01  8.1669149e+00
 -3.1621155e-01  6.1082006e+00 -3.8569312e+00  2.6967368e+00
 -3.5899909e+00 -7.6644266e-01 -4.1152139e+00  2.2500455e+00
 -6.2162304e+00  1.2642783e-01 -3.3567858e+00  1.4162936e+00
 -1.9523426e+00  1.5032486e+00 -3.1740530e+00  3.2839828e+00
 -2.7655358e+00  7.9858512e-01 -1.9027015e+00  1.2568387e+00]",0512.jpg
40,bird,"[-5.4066522e+02  1.0322686e+02  4.4274624e+01  2.9739368e+01
  1.0197640e+01  1.4308900e+01  3.5514834e+00 -2.4963041e-01
 -2.4079700e+00  5.9082294e+00 -8.5387135e-01  8.5733585e+00
  3.0891454e+00  8.7717552e+00  7.2147083e+00  1.1391288e+01
  4.0140886e+00  1.2733310e+01  4.8448634e+00  8.9576015e+00
  4.4514766e+00  7.3757143e+00  2.6047542e+00  8.4343004e+00
  1.4725534e+00  8.6445980e+00  3.3044951e+00  4.6540589e+00
  1.2318890e+00  5.4858084e+00  5.5316359e-01  6.0051179e+00
  4.0995100e-01  2.9457154e+00 -4.0428638e-02  2.1568632e+00
 -1.3272477e+00  3.4695449e+00 -2.8429084e+00  1.7949135e+00]",0628.jpg
41,dog,"[-344.2608     176.47044     41.74503    -28.488256   -36.36752
  -23.278967   -18.5447      -5.0304594    0.652713    -6.407542
  -18.502274    -8.444343    12.220078     8.203372    -4.4661183
   -5.3086057    6.59592     19.04912     18.775333    10.051304
    7.899817    11.48928      7.1154757    1.5772606    7.93266
   12.043893    11.144077     6.082057     5.9081426   10.141898
    8.288935     7.22596      4.851503     6.8420506    7.4811153
    7.1747937    7.1008153    5.429492     6.1110015    2.839282 ]",n02096294_250.jpg
42,car,"[-3.31283356e+02  1.47743271e+02 -2.14693165e+01  4.21734276e+01
  1.47591238e+01  9.94117641e+00  9.61354923e+00  1.92694931e+01
  1.68911016e+00  1.39288931e+01  3.40863180e+00  5.06653833e+00
  9.15842342e+00  7.34191561e+00  5.52069473e+00  1.16520844e+01
 -1.12185724e-01  6.29303885e+00  1.04950345e+00  4.46251106e+00
 -9.31822062e-01  5.21235514e+00 -9.73057806e-01  4.48640442e+00
  1.83908260e+00  2.09171534e+00 -1.14921264e-01  9.60189462e-01
  1.14316356e+00  3.37417531e+00 -2.22042155e+00 -2.42830902e-01
 -1.30762172e+00  3.40511799e+00 -5.95831394e-01  3.56005318e-02
 -1.52499962e+00 -6.15025200e-02 -3.30705047e+00  1.55433357e-01]",train_00680.jpg
43,dog,"[-367.52856     181.46246     -65.93403     -46.876427    -18.132223
    8.8512945   -11.416156     -4.214732      6.471062      2.412419
   -5.1411734    10.866668     13.343235     17.541307     12.323034
    6.9819        0.74935186    1.1601651     2.7124884     7.3598647
    3.4278243    -1.6807052    -4.8806815     2.4297812     5.391943
    4.0580373     2.6471276     5.2639284     4.577839      6.8746076
    3.0007803     0.94763696    0.9277063     1.7183174     3.4685159
    4.2703137     3.5043936     3.9456968     2.071908      4.8958683 ]",n02099712_221.jpg
44,bird,"[-5.0405597e+02  6.7620697e+01 -7.6183681e+00 -3.7930477e+01
 -4.6466602e+01 -3.1335962e+01 -1.6815229e+01  9.6490192e+00
  1.9057898e+01  2.4614697e+01  3.3193014e+00 -1.2713733e+01
 -1.9603632e+01 -6.4727535e+00  4.6239724e+00  1.7517607e+01
  1.4813617e+01  1.8044096e+01  8.2441626e+00 -1.4920129e+00
 -1.7126066e+01 -9.6223640e+00 -1.0733054e+00  8.8310690e+00
  6.5112576e+00  8.9788380e+00  3.8230400e+00  2.7589300e+00
 -5.5619068e+00 -8.3872585e+00 -8.9646606e+00  3.6743805e+00
  6.3756504e+00  6.1943035e+00  1.7351978e-01  2.3688669e+00
 -6.5759748e-01 -8.9126468e-01 -6.5034471e+00 -1.3582008e+00]",0204.jpg
45,bird,"[-3.5784464e+02  2.9430601e+01 -1.7332542e+01 -1.3036660e+01
 -9.7031889e+00 -5.9038224e+00 -1.8942665e+01 -1.4463131e+01
 -1.9553129e+01 -1.2380905e+01 -1.5698394e+01 -7.2277923e+00
 -1.2563424e+01 -9.3082790e+00 -1.4326776e+01 -6.2189970e+00
 -1.0080162e+01 -5.2894993e+00 -9.4252176e+00 -3.4608421e+00
 -9.6754646e+00 -4.0685530e+00 -6.6349010e+00 -9.1168785e-01
 -7.8372288e+00 -2.7406380e+00 -6.7902188e+00 -1.1658638e+00
 -5.5853372e+00 -5.3107542e-01 -3.6936407e+00 -4.7644213e-01
 -5.7024131e+00  2.2561406e-01 -3.4403658e+00 -1.0937940e-02
 -4.1303134e+00  1.5948127e-01 -4.5940690e+00 -1.5895221e+00]",0390.jpg
46,dog,"[-3.9626981e+02  5.2558849e+01 -5.5607845e+01 -2.2600462e+01
 -4.1883785e+01 -1.0574557e+01  9.6903391e+00  9.9374228e+00
 -1.3821994e+01  1.4329896e+00 -4.4742289e+00 -4.7822146e+00
 -2.8564855e-01 -1.0026722e+01 -7.5477366e+00 -4.1498389e+00
 -6.4284283e-01 -8.5600734e-01  1.8607861e+00  2.9249785e+00
 -3.1983817e+00 -4.8945551e+00 -8.7740974e+00  2.0089645e+00
  3.1290514e+00 -6.9449323e-01 -4.5923939e+00 -1.4264150e-01
  8.7383652e-01  2.5832102e+00  1.1019993e+00 -1.5435551e+00
 -2.9846723e+00  1.0266748e-01  1.0222675e+00 -2.6087008e+00
 -2.2228041e+00 -2.1278493e+00  8.5627848e-01 -4.6140966e+00]",n02086240_415.jpg
47,car,"[-2.69889008e+02  9.47896805e+01  2.71669693e+01  4.58178024e+01
 -1.49500065e+01  1.96252575e+01  2.56542835e+01  1.89147491e+01
  6.75682402e+00  8.90096378e+00 -1.49252355e+00  6.64687777e+00
  2.57967305e+00 -8.19484806e+00  9.13670599e-01  8.09738636e+00
 -5.17641878e+00  3.20387959e+00 -1.36090279e+00 -2.08553696e+00
 -4.86277723e+00  5.55298090e+00 -6.59555340e+00  1.79445350e+00
 -4.99918222e+00 -1.49115038e+00 -3.72947550e+00  2.93729115e+00
 -2.47685790e+00 -1.03251088e+00 -8.74091434e+00 -3.09157193e-01
 -5.77529097e+00 -6.80700615e-02 -3.16582465e+00 -1.26647568e+00
 -4.59736681e+00  1.99054375e-01 -1.97466695e+00 -6.79567993e-01]",train_00687.jpg
48,bird,"[-5.2792407e+02  3.0684633e+01 -1.0922543e+00  8.0709526e+01
 -3.4960091e+01  3.0486937e+01 -8.0003271e+00 -1.1036805e+01
  1.1663858e+01 -1.7811628e+01 -2.3007841e+01  5.9267888e+00
 -3.6247222e+00 -1.2056027e+01 -4.0017748e+00  1.0177777e+01
 -8.0808554e+00 -3.5786462e+00 -1.3827796e+00  5.0865669e+00
 -9.8174372e+00  2.7572067e+00  1.7407700e+00 -3.1261208e+00
  7.7010912e-01  3.5668077e+00 -5.8071022e+00 -1.1528644e-01
  1.8665177e+00 -2.6266229e+00 -5.6860847e+00  4.6275946e-01
 -2.1782348e+00 -1.9617902e-01 -5.4021196e+00  6.2234499e-02
 -4.7450492e-01  4.9773875e-01 -4.6729484e+00 -9.0141332e-01]",0648.jpg
49,dog,"[-145.74184      82.31489     -26.408644     -8.743569    -28.23117
   -3.3662412   -21.226936     -5.846341     -6.193856     -1.9696198
   -9.472442     -8.233007    -18.056345     -5.3206153   -10.183595
    1.0396883    -5.9873905    -4.14642      -7.8843217    -4.0714564
   -8.941422     -0.96098137  -10.159514      2.8662047    -4.9153905
    0.9088517    -4.049407      0.71880454   -8.217913     -0.93990237
   -5.7151613     0.25051263   -4.38571       3.2218435     0.24941763
   -0.8484153    -5.1242995    -2.4901335    -1.7132123     0.48099554]",n02093859_10.jpg
50,car,"[-300.4515      153.27295      25.332598     28.170198      5.903018
   22.838152     13.823117     18.092812      9.0932255    12.10532
   -2.8406801     9.022281      0.5092594    11.252988     -0.8667461
    4.6906962    -5.0580707    -7.6956773   -10.214776     -6.535462
   -3.8034256     5.313676     -1.4864522     1.8604724    -4.207095
   -3.100598     -5.9719834     3.1724534    -2.87667       1.8372681
   -0.40249616    4.3081326    -1.6618953     5.120511      6.0052524
    7.212283      2.576337      7.396396      4.275298      0.72116464]",train_00169.jpg
51,bird,"[-9.8790546e+02 -2.9769817e+01  1.3318287e+01 -1.4895037e+00
 -4.4038615e+00  5.8882580e+00 -5.1143298e+00  1.0485415e+01
 -1.3876110e+01  1.7793699e+01 -1.4763636e+01  9.4492502e+00
 -3.3183746e+00 -1.2653341e+00  5.1979742e+00 -5.9180021e+00
  7.4458389e+00 -3.4379320e+00  2.3040361e+00  1.0047678e+00
 -9.6739286e-01  1.4131540e-02  2.9892600e+00 -1.5309349e+00
  2.0993100e-02  5.2359090e+00 -4.4551845e+00  4.6668644e+00
 -3.1477544e+00  1.4639837e+00 -1.3575040e+00  3.0450900e+00
 -1.9163070e+00  3.0994672e-01  3.1613052e+00 -4.3737516e+00
  5.5190096e+00 -6.1067843e+00  4.0457549e+00 -1.8755969e+00]",0097.jpg
52,dog,"[-3.8938553e+02  9.6236969e+01  2.6539177e+01  2.3497808e+01
  5.9159656e+00  1.2414111e+01  4.3254489e-01  2.8677604e+00
 -4.0250401e+00  6.8920932e+00 -2.0975494e+00  2.2093296e+00
 -1.9996915e+00  9.2935619e+00  9.8328915e+00  1.7461372e+01
  6.7760639e+00  5.8504200e+00 -5.1670938e+00 -9.4274026e-01
 -5.0334554e+00 -7.5359899e-01 -7.6362691e+00 -5.3123789e+00
 -1.1348504e+01 -4.5981722e+00 -4.4016571e+00  3.6317530e+00
 -4.1647392e-04  4.1088042e+00  2.3775716e-01  2.0246203e+00
 -4.1876264e+00 -8.4662223e-01 -3.8782732e+00  1.3387825e+00
 -2.2122233e+00  6.3616997e-01 -5.1603799e+00 -1.3020591e+00]",n02085782_28.jpg
53,car,"[-3.2144125e+02  1.2245879e+02 -7.5177002e-01  1.8755697e+01
  9.2954340e+00 -1.6144161e+00  4.3705368e+00  6.8127413e+00
  2.0829751e+00  1.9724771e+01  4.7219152e+00  1.0203075e+01
  3.3245828e+00 -2.1162839e+00 -2.1146500e+00  2.3609197e+00
 -6.2379107e+00  8.5537653e+00  5.6790481e+00  1.2931775e+01
 -7.5456715e-01  7.3574543e+00 -3.1866702e-01  3.6351852e+00
 -5.5198374e+00  1.1404028e+00  4.8967477e-02  9.1229258e+00
  3.9682028e+00  5.7316399e+00 -3.5975030e-01  3.7033424e+00
  8.2703477e-01  9.4121037e+00  4.4695253e+00  7.7262263e+00
  7.1989398e+00  5.6347980e+00 -9.6616244e-01  3.3398628e+00]",train_00958.jpg
54,bird,"[-3.7605603e+02 -6.5158279e+01 -9.8857376e+01 -1.4081223e+01
 -6.3331303e+01 -2.0835558e+01 -2.9277222e+01  3.0360067e+00
 -4.3547692e+00 -1.8496700e+01 -7.3325334e+00 -5.4868221e+00
  4.2608781e+00 -2.9289062e+00 -1.3280920e+01  2.1684110e+00
 -1.2223030e+00  1.1073892e+01 -5.3762498e+00 -1.8899029e-01
 -4.5893598e+00  8.5295302e-01  2.4461024e+00  8.0605679e+00
 -2.5240850e+00 -1.4381228e-01  3.4313858e+00 -4.7214471e-02
 -4.0501018e+00  5.5978413e+00  2.1079156e+00 -1.2752649e+00
 -1.1023523e+00  2.7708299e+00 -1.8257073e+00  2.5859377e+00
 -2.5421677e+00  2.6328752e+00 -3.6695046e+00  1.8265862e+00]",0523.jpg
55,dog,"[-1.7791483e+02  1.8131468e+02 -4.6496967e+01 -2.3504707e+01
 -2.7032661e+01  5.7948337e+00  2.7774059e+01  1.0133140e+01
 -3.8241973e+00 -3.3257308e+00  1.2327489e-01  2.8145185e+01
  7.1617082e-02 -1.8690468e+01  1.6497715e+00  1.0005383e+01
  7.4351323e-03  9.8656607e+00  1.6735413e+00 -9.3067127e-01
  1.9816459e+00  3.8220313e+00 -4.4319081e+00  1.7797517e+00
 -3.6114619e+00  1.3115434e-01  2.1897237e+00  1.1145219e-01
 -1.7416091e+00  1.5396336e+00 -4.5742016e+00  2.0904963e+00
 -2.4106696e+00 -7.7770811e-01  1.9767033e+00  2.0108767e+00
 -3.1768491e+00 -1.1706774e+00 -1.5247477e+00  4.2725125e-01]",n02091831_573.jpg
56,dog,"[-261.9212      134.89647      24.46334      -3.2808099    -6.316667
    9.797329      5.0671186     6.877519      0.45235214    5.343851
   -2.2275693     2.4144316    -2.5413134     4.9928036    -1.6971748
    1.2477044    -6.0600066     2.665677      0.79110044    7.9955
   -1.3415405    -0.81073534   -6.268633      0.55003196   -2.4236321
    1.371646     -4.4715376     0.7268994    -3.0150137     1.7678784
   -2.3887396     3.4633234    -1.1340585     1.9585164    -2.1817434
    1.3486114    -1.64476       2.0376604    -2.4172313     1.0302662 ]",n02091635_192.jpg
57,car,"[-36.28314   131.29024   -23.80199    20.578737    3.9081824  20.571367
   4.9651613   9.449878    7.2646136  16.72424     6.918414   10.5590925
  -0.6098826   4.723516    2.1872437   6.682971   -0.7273411   1.5378036
 -10.49979    -5.2122273  -5.151412   -1.8262093  -2.401588    3.640323
  -1.6493031   2.280201   -2.126951    4.963035   -2.8130362   5.980504
   1.8102878   5.176333   -2.0690463   2.1917832  -0.678803    1.6594287
  -0.4482571   6.2286696   2.6295729   4.0871463]",train_00859.jpg
58,dog,"[-3.06881714e+02  1.06119255e+02 -3.57212982e+01 -5.06023293e+01
 -1.85276146e+01  6.95737600e+00 -2.72879314e+01 -4.52560472e+00
  2.32979512e+00  8.95199680e+00  7.67439413e+00 -6.56430864e+00
  3.20037055e+00  1.71258564e+01  1.19671974e+01  1.08739510e+01
  4.46101046e+00  5.69127607e+00  8.66310501e+00  7.39976943e-01
 -2.90761352e+00  5.72669283e-02  2.98073578e+00  3.97760630e+00
 -3.37625057e-01 -1.49944198e+00  1.74939072e+00 -1.37743855e+00
 -1.59873569e+00 -5.90978682e-01 -2.84472060e+00  3.89283824e+00
  5.28943634e+00  8.84775925e+00  4.65277529e+00  2.74526954e+00
 -6.66732967e-01  3.69253069e-01  2.28163695e+00  3.38810658e+00]",n02087046_81.jpg
59,bird,"[-3.0663538e+02  7.0494278e+01 -3.9591183e+01  1.1815716e+02
  2.0424531e+00  2.8630501e-01  1.9306425e+01 -8.1764154e+00
  8.6309052e+00  3.0086496e+00 -1.8940096e+01 -1.4009049e+00
 -1.3882122e+01  1.5240272e+01  5.0558176e+00 -6.3414210e-01
 -2.2603123e+00  4.7785850e+00  9.0832043e+00  1.1835281e+01
 -7.0596957e-01  7.1817474e+00 -1.1939425e+00  8.7074471e+00
  4.4404488e+00  3.1993392e+00  1.8332169e+00  8.1861649e+00
  9.4408792e-01  1.6432334e+00  1.4781862e-01  3.0634546e+00
 -2.4372648e-01  4.9305873e+00 -1.4503990e+00  1.5310539e+00
  2.2954832e-01  3.6207373e+00  9.2488903e-01  1.4991143e+00]",0220.jpg
60,car,"[ 50.33179    116.904564   -10.249671    42.88909    -28.41673
  35.767845   -33.950443     1.317496   -23.04112     -9.583857
   7.759204   -11.439717    -1.3690664    0.59571934  -2.7967563
  -3.696509     0.928105    -3.6920316   -1.2789665   -2.9212937
  -2.5863087   -0.21188058  -3.6462922    7.647067    -6.8751483
   4.169545    -6.367802    -0.77954656  -4.4707437   -0.7066188
  -8.262822    -1.8037896   -1.0522186    3.1863413   -0.70508
   2.1547227    3.1395028   -0.5169105    2.7312279    0.4652684 ]",train_00772.jpg
61,bird,"[-5.06860748e+02  7.37855988e+01  9.44464397e+00  9.28518963e+00
  1.34487247e+01  2.22768574e+01  1.24107275e+01  1.88231099e+00
 -1.00287981e+01  1.04916143e+01  1.69658413e+01  1.18517122e+01
 -7.38774157e+00 -2.02358603e+00  3.36957550e+00  1.33180389e+01
  8.01328564e+00  3.39132786e+00 -1.04792490e+01  3.25093818e+00
  1.04187613e+01  9.71844482e+00 -3.00619102e+00 -5.83550453e-01
 -9.47752714e-01  6.66574717e+00  6.15303802e+00  4.75875425e+00
 -7.09628725e+00  1.36580810e-01  5.68030977e+00  7.58850908e+00
 -3.28574729e+00 -5.53318977e-01 -9.98771310e-01  3.27634788e+00
  3.77094722e+00  4.04835176e+00 -3.61064386e+00  7.76342154e-01]",1059.jpg
62,dog,"[-130.60953      43.54154    -102.1055      -26.940086    -50.30801
   -5.5400996   -23.381264      5.9876556     4.1598277    17.792196
    9.19096       4.79242      -2.0112422    -7.1119413    -1.3316895
    4.314489      6.5926423    12.587838     11.917908     13.211408
   -2.4171357     3.9018705     3.0222306    10.207943     -0.20618162
    4.51367       4.942879      8.02326       4.3362184     3.491217
    0.52192587    5.3326015     3.932061      7.58344       3.7183867
    5.770773      2.2410111     7.6677394     4.555018      5.0263553 ]",n02094433_96.jpg
63,dog,"[-2.2157582e+02  1.3323224e+02  2.1575010e+01  1.1890906e+01
 -1.6180626e+01  2.3384345e+00 -2.5469328e+01 -2.3515364e+01
 -1.8889771e+01 -5.7191768e+00  3.0823192e-01 -1.4450765e+00
  2.6658583e+00 -3.2088883e+00 -3.6425889e+00  5.8184972e+00
 -3.9994516e+00 -5.6900835e-01  3.0875471e+00  2.4748987e-01
 -2.2126246e-02  1.9935889e+00 -5.7847748e+00 -3.1107039e+00
 -3.9924402e+00  9.3140072e-01  1.2634534e+00 -1.2053753e+00
  1.8052777e+00  1.6805569e+00 -6.3867879e-01 -8.4695244e-01
 -1.3020345e+00  3.2656856e-02 -2.0016737e-01 -9.7610658e-01
 -3.7080238e+00 -2.2536342e+00 -3.3134460e+00 -2.1838999e+00]",n02095570_104.jpg
64,dog,"[-4.9370840e+02  1.2160977e+02 -6.9897018e+01 -2.8508675e+01
 -1.7552467e+01 -4.1168051e+00 -1.2505141e+01 -4.0027809e+00
 -5.8637943e+00  2.0426521e+00 -8.0784359e+00  5.5154572e+00
  2.1328783e+00  4.8424125e+00 -1.1828500e+01 -1.0481776e+01
 -1.2168424e+01 -5.2082791e+00 -6.4024358e+00 -3.4352228e-01
 -4.7590137e+00 -2.3843327e-01 -3.2656438e+00  2.8819978e+00
 -1.0586740e+00  1.1946321e+00 -3.9802918e+00 -8.1096894e-01
 -4.2927227e+00 -4.5501024e-01 -1.6930878e+00  4.9100475e+00
 -3.9928922e-01 -1.3241277e+00 -2.8731213e+00  2.6230550e+00
 -1.5710467e-01  1.4983635e+00 -2.0465026e+00  1.1307000e+00]",n02091244_175.jpg
65,bird,"[-4.2251425e+02  2.3890894e+01 -5.0121012e+00  7.4559112e+00
 -8.8238668e+00  2.9196625e+00 -6.7252779e+00  5.6567235e+00
 -3.0089188e+00  1.5575328e+00 -3.4552991e+00  6.2810698e+00
  4.4361911e+00  9.1730356e+00  1.3934035e+00  7.3807645e+00
  5.2668772e+00  1.1142010e+01  3.2716138e+00  6.3802714e+00
  1.0416488e-01  2.2133415e+00 -3.7580607e+00  1.7651879e+00
 -2.0249085e+00  2.4760611e+00 -2.3719282e+00  1.2842151e+00
 -2.7435081e+00 -6.9500619e-01 -5.5374413e+00  5.1844174e-01
 -1.9185525e+00  2.8442521e+00 -6.5936750e-01  3.1620977e+00
  5.1990968e-01  3.1920218e+00 -2.8028369e+00  3.9814565e-01]",0285.jpg
66,bird,"[-6.5679138e+02 -9.9515181e+00 -2.7268404e+01  2.9430819e+00
  3.4065161e+00 -7.7211881e+00  2.4640675e+00  3.8129432e+00
 -4.5425553e+00 -3.0629976e+00  6.7561632e-01  4.8023129e+00
 -3.2779310e+00 -9.9324590e-01  9.6360832e-01  7.9983371e-01
 -1.1339539e+00  1.6222035e+00 -1.6034894e+00  7.7397442e-01
  2.2437723e+00 -1.5587668e+00 -1.6515197e+00  9.2701441e-01
  4.6187688e-02  2.0779798e+00  4.8377183e-01 -1.1724165e-01
 -7.1015894e-01  8.4506756e-01  2.7049234e+00 -1.5528755e+00
 -7.0748925e-01  1.5718708e+00  6.6233766e-01  4.5598707e-01
  1.7169725e+00  5.4445952e-01 -1.2609189e+00  2.6913774e+00]",0039.jpg
67,bird,"[-3.21486755e+02  1.02701195e+02  4.38403893e+00  1.91881409e+01
 -1.08193254e+01  1.25212030e+01 -1.63685620e+00 -5.47848845e+00
  4.42070991e-01  4.69254637e+00 -4.15501881e+00  1.21359463e+01
  5.35919476e+00  1.09517832e+01  2.62961578e+00  1.66106343e+00
 -2.85008907e+00 -1.35930634e+00 -9.88698483e+00  1.94850966e-01
 -2.78263831e+00  5.44648695e+00 -1.85411954e+00  5.33403969e+00
  8.53272676e-01  4.39923429e+00 -1.80540001e+00  2.07848597e+00
 -2.46822381e+00  3.39030671e+00 -4.88518000e+00 -1.84902608e-01
 -3.30796075e+00  2.01982951e+00 -3.71727014e+00 -1.64089632e+00
 -5.42272663e+00 -2.95258611e-01 -3.51601768e+00  3.90343642e+00]",0599.jpg
68,dog,"[-5.3711584e+02  1.7347818e+02  4.6862864e+00  2.7822399e+01
  1.5968258e+01  1.9890871e+01 -4.3499212e+00  2.0866117e+00
 -9.0348406e+00  4.4863200e+00 -3.3901260e+00  4.5921283e+00
 -4.0612159e+00  6.9012604e+00 -1.8168521e+00  1.3123072e+00
  8.0064929e-01  8.8214725e-02 -4.2603703e+00 -7.6997417e-01
 -6.3931308e+00 -1.3051724e+00 -6.3888807e+00 -1.1212665e+00
 -6.2619796e+00  6.4907901e-02 -1.8500320e+00  1.7345811e+00
 -2.0754402e+00  4.3274598e+00 -2.2940161e+00 -9.8508745e-02
 -5.1099591e+00  3.0257276e-01 -2.3578055e+00  3.4216833e+00
 -2.9904771e+00 -4.8054340e-01 -1.9198400e+00 -3.0751663e-01]",n02091635_239.jpg
69,bird,"[-4.4789786e+02 -6.8172844e+01 -1.2669096e+02 -3.8919640e+01
 -5.9948463e+01  1.3900226e+00 -2.8597296e+01 -1.5520631e+01
 -7.5881834e+00 -7.3996043e+00 -1.2769840e+01 -7.9648595e+00
 -8.6691170e+00  3.5821915e+00  2.3795474e+00 -1.4110923e+00
 -2.9113653e+00  2.2047670e+00 -1.4927087e+00  4.6779408e+00
  5.2797627e+00  7.6135025e+00 -1.5377216e+00  5.6651006e+00
 -7.1153802e-01  2.9893470e+00  3.3560362e-01  4.7785406e+00
 -5.2301412e+00  6.5240612e+00 -3.3232119e+00  2.7837333e-01
 -1.4117421e+00 -1.7343339e+00 -3.4860063e+00  1.5641392e+00
 -8.7217367e-01  1.2800698e+00 -4.4259122e-01  5.3496021e-01]",0936.jpg
70,bird,"[-513.5624       75.16722      40.21904      33.49979      17.228756
   15.441495      5.256894      6.978235      3.9814653    11.90736
    6.2274404    12.524596      8.726386     16.029211      6.574654
   10.775262      5.2247963     9.151229      1.5523487     7.212195
    1.7250432     7.480411      2.2910864     5.0480123     0.73988706
    7.203689      1.3146077     5.7131543     0.76611197    5.074207
   -0.67968476    4.111113      1.139841      3.7123137     0.9364372
    5.8927517    -1.1156341     2.7481883    -0.8933325     2.6040192 ]",0676.jpg
71,car,"[-2.90298767e+02  1.40256653e+02  5.52187014e+00  1.40024605e+01
  5.01752090e+00  2.30532284e+01  1.56956148e+00  1.31861916e+01
  7.79765892e+00  1.33653955e+01  7.08174181e+00  8.76134491e+00
  2.58009505e+00  1.17798243e+01  4.27740335e+00  5.66693354e+00
 -3.70723367e-01  9.53147030e+00  2.65283108e+00  8.32918739e+00
  1.38218865e-01  1.98247898e+00 -2.46081042e+00  5.11587191e+00
  1.52973211e+00  5.55047083e+00 -4.35200095e-01  4.27710295e+00
  8.40413630e-01  3.35989785e+00 -1.38521779e+00  4.70715570e+00
  2.00111127e+00  4.45780134e+00 -1.97880733e+00 -8.00143927e-02
 -4.91496849e+00  1.74407160e+00 -2.24765372e+00  1.07407892e+00]",train_00589.jpg
72,bird,"[-4.9529971e+02  4.4870773e+01 -1.9856482e+01  1.6620626e+01
  4.5434448e-01  1.8355803e+01  1.1598558e+01  1.1687811e+01
  7.0128932e+00  1.5012302e+01  7.5154042e+00  1.2241363e+01
  1.1155967e+00  8.0776119e+00  5.3726006e+00  1.0357685e+01
  2.3954551e+00  5.6553645e+00  3.2065063e+00  9.9311905e+00
  2.2404628e+00  4.1249981e+00 -2.3459494e+00  2.6656752e+00
  4.1051593e-02  1.9030082e+00 -8.4169226e+00 -1.0231025e+00
 -6.1981063e+00 -2.6364961e+00 -5.5499158e+00 -4.0631304e+00
 -7.7385607e+00 -1.9158932e+00 -5.3027110e+00 -3.2984200e+00
 -6.6478958e+00 -1.6873794e+00 -4.0856204e+00  2.0472321e-01]",0732.jpg
